SYSTEM,Empire,DISTANCE,GOOD,Between 140 - 160 Ly,,,Update : 18/08/15 - rev 1383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACTION,Federation,DATAS,OK,Between 130 - 140 Ly and 160 - 180 Ly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alliance,,MAYBE,Between 180 - 240 Ly (good FSD),,,Rev 1382 xlsx download link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 t,3-7 t,1836 cr,Momus Bog Spaniel,413,Tartarus Point,Momus Reach,45.08,87.99,87.99,107.71,170.83,127.28,215.52,99.31,100.15,116.65,216.44,189.61,162.2,97.78,168.58,104.55,73.74,128.5,166.12,147.79,102.59,129.84,67.58,152.92,154.42,183.55,205.02,197.8,99.14,111.61,263.02,118.05,128.3,36.89,263.86,72.8,46.87,248.72,116.35,73.35,43.58,191.59,186.9,50.46,125.07,218.13,176.3,161.55,193.12,233.89,166.66,229.35,45,129.84,202.39,155.97,75.63,200.63,254.64,232.63,151.36,186.29,206.92,19.05,203.53,203.53,110.15,129.6,132.15,135.24,167.93,0,168.22,126.5,128.57,212.97,118.85,262.35,219.12,132.63,207.72,156.97,116.3,213.9,186.5,105.8,266.62,151.5,68.64,71.34,43.55,76.46,112.42,237.23,206.24,98.97,81.02,122.16,186.88,101.78,196.99,171.21,292.29,25.77,99.46,199.97,112.71,157.45,208.58,76.67,Momus Reach,3-7 t,7 t
15 t,3-5 t,654 cr,Mukusubii Chitin-os,"505,430.00",Ledyard Dock,Mukusubii,176,163.57,163.57,238.08,254,176.94,277.42,169.1,152.53,72.2,280.54,281.98,263.8,208.07,232.83,253.34,159.16,253.74,219.58,222.15,179.06,169.65,212.41,186.13,214.41,304.04,248.16,163.41,165.07,167.03,330.72,121.81,193.14,179.43,228.55,155.82,181.24,318.54,103.48,104.67,134.37,154.94,190.98,167.55,248.15,276.93,168.37,248.33,211.05,290.86,205.85,309.02,194.93,46.83,194.81,29.37,174.21,114.98,299.6,142.96,172.03,257.11,251.35,162.7,248.45,248.45,135.51,208.33,265.08,174.58,256.79,168.22,0,164.73,245.08,219.8,82.45,320.35,211.53,81.69,245.91,192.78,222.87,217.61,271.74,195.28,327.71,219.82,168.05,150.79,141,155.65,162.04,307.32,245.67,160.81,150.53,147.62,94.57,149.54,183.11,306.38,314.25,175.21,134.72,252.09,131.41,194.76,255.66,153.78,Mukusubii,3-5 t,15 t
19 t,11-19 t,86 cr,Mulachi Giant Fungus,"594,550.00",Clark Terminal,Mulachi,89.08,132.16,132.16,108.04,138.08,58.03,198.79,33.43,31.23,98.36,121.33,121.46,106.65,82,93.8,136.5,85.61,150.16,65.39,104.56,59.12,77.87,167.17,71.11,135.37,149.77,92.35,86.7,29.15,63.36,272.28,132.32,104.83,98.87,139.27,54.37,93.53,221.93,168.58,140.61,103.36,118.6,94.35,157.09,163.1,121.35,149.06,190.01,91.08,165.56,47.62,184.17,148.79,130.74,179.81,150.88,84.94,147.2,206.07,135.84,157.12,95.12,94.95,107.71,91.87,91.87,61.74,81.63,130.37,12.9,99.67,126.5,164.73,0,96.55,115.25,171.56,174.93,201.69,151.47,92.5,87.63,138.89,184.1,193.22,151.88,167.45,55.41,97.87,95.88,99.31,151.4,31.26,151.1,91.64,105.67,150.51,70.35,113.92,41.37,115.67,203.92,215.73,113.52,195.59,195.84,39.48,174.07,98.15,56.63,Mulachi,11-19 t,19 t
13 t,6-7 t,850 cr,Neritus Berries,524,Toll Ring,Neritus,88.17,149.42,149.42,45.7,115.16,105.22,199.58,80.05,97.38,175.22,104.43,67.55,40.7,61.24,92.95,67.42,112.79,101.54,85.84,108.83,81.44,119.79,148.9,122.25,142.51,62.09,111.65,174.26,82.49,108.12,254.3,185.55,126.63,92.3,209.83,91.03,87.7,199.91,218.44,182.58,135,195.04,155.93,163.25,133.09,111.22,203.25,174.75,136.44,154.64,96.4,151.79,133.98,204.7,220.15,229.35,94.01,232.53,203.6,230.74,196.65,80.27,111.6,115.12,109.36,109.36,129.47,88.71,54.55,94.13,63.63,128.57,245.08,96.55,0,160.52,224.54,157.41,238.31,215.92,117.28,123.48,117.49,225.39,171.2,159.09,147.04,63.09,109.18,122.26,127.83,173.19,93.51,122.57,115.45,132.13,176.2,132.79,209.58,105.34,181.64,148.32,227.45,109.91,225.73,197.58,121.35,194.27,110.37,96.86,Neritus,6-7 t,13 t
10 t,3-5t,16028 cr,Ngandandari Fire Opals,"502,357.00",Consolmagno Horizons,Ngadandari,183.15,167.07,167.07,196.12,111.68,170.37,306.13,142.71,142.97,161.63,109.72,135.32,139.05,183.98,74.86,220.8,197.15,170.38,78.78,210.82,113.28,87.13,267.3,175.2,110.75,181.08,129.24,141.36,135.28,178.43,221.71,238.52,218.75,187.22,122.51,155.86,190.11,157.41,263,212.6,200.39,206.13,182.86,222.57,270.73,97.51,255.23,179.79,26.24,91.32,111.58,130.02,214.93,186.95,131.48,197.53,141.83,224.53,120.63,151.81,269.45,150.18,129.55,197.65,130.06,130.06,172.35,188.98,212.64,116.87,172.38,212.97,219.8,115.25,160.52,0,229.49,113.64,148.88,243.69,127.37,60.56,155.35,289.58,165.15,265.4,165.97,123.51,152.41,150.49,198.92,257,106.83,121.2,127.9,134.21,256.4,182.12,163.76,155.06,204.6,301.96,107.84,192.41,271.64,151.27,118.42,160.87,130.6,164.83,Ngadandari,3-5t,10 t
18 t,2-9 t,930 cr,Nguna Modern Antiques,"1,870.00",Biggle Hub,Nguna,144.57,110.06,110.06,214.69,225.67,186.96,287.94,164.27,152.6,83.2,281.54,270.61,247.82,193.05,222.11,220.15,147.27,207.69,219.89,226.72,159.8,155.45,168.79,205.54,182.75,281.32,263.81,207.82,159.7,172.58,283.35,132.94,197.95,142.01,273.04,140.74,150.26,286.8,93.71,45.98,104.51,202.35,224.44,98.91,226.73,278.41,200.1,194.91,219.11,278.61,218.96,284.99,133.78,60.71,174.56,70.92,139.91,178,280.08,204.73,186.44,261.92,266.47,121.75,263.37,263.37,147.91,209.25,241.84,183.66,254.72,118.85,82.45,171.56,224.54,229.49,0,317.91,188.36,102.77,263.57,184.19,176.08,248.81,226.42,180.26,336.9,220.82,127.11,111.77,113.18,128.53,156.91,303.86,262.82,123.8,126.7,163.74,155.09,153.03,223.88,281.48,311.55,128.14,66.01,213.06,135.32,148.88,269.7,143.28,Nguna,2-9 t,18 t
4 t,1-4 t,17000 cr,Soontill Relics,"1,265.00",Cheranovsky City,Ngurii,225.35,231.49,231.49,202.32,120.61,214.24,322.94,191.15,201.02,253.62,68.49,94.32,117.53,207.13,97.43,223,246.43,178.01,109.78,232.1,165.52,163.03,301.55,217.5,162.51,135.24,134.31,213.56,187.59,225.84,234.62,306.22,255.46,228.69,181.76,209.59,229.36,146.42,339.18,289.7,261.53,272.25,229.65,279.54,286.75,59.99,313.01,213.24,111.86,64.68,147.87,90.84,257.15,282.9,217.54,298.94,193.25,307.6,127.34,247.62,323.72,141.33,131.73,247.76,134.21,134.21,235.51,214.43,204.72,170.47,164.27,262.35,320.35,174.93,157.41,113.64,317.91,0,230.03,324.96,136.15,136.11,187.06,335.11,182.93,305.91,105.32,141.87,207.72,215.33,257.01,313.05,170.83,42.19,136.31,202.51,314.3,240.18,260.01,212.78,258.1,295.96,110.27,238.5,344.72,193.98,196.73,229.47,128.42,218.26,Ngurii,ND,ND
13 t,7 t,650 cr,Njangari Saddles,"21,400.00",Lee Hub,Njangari,218.71,133.22,133.22,263.29,148.81,255.59,394.03,214.36,210.67,174.56,238,240.14,231.36,254.11,169.22,273.76,247.03,180.64,193.62,301.13,165.81,127.53,286.28,271.11,100.44,265.24,262.02,244.59,204.81,252.69,144.21,275.92,294.03,214.71,253.2,206.16,227.85,150.65,267.2,192.11,220.29,290.37,287.28,193.95,327.96,227.16,323.58,122.39,159.92,170.76,228.91,180.03,202.18,178.45,22.29,182.56,163.93,283.75,132.14,228.86,324.3,270.18,262.92,214.59,262.12,262.12,236.24,275.89,285.49,211.77,279.14,219.12,211.53,201.69,238.31,148.88,188.36,230.03,0,261.13,261.46,128.04,147.1,369.43,128.02,309.87,303.87,230.92,158.9,152.1,223.94,276.1,175.13,242.18,261.37,124.57,276.36,253.44,219.02,222.76,301.65,366.24,165.55,202.43,235.94,80.46,175.12,71.76,264.2,218.84,Njangari,7 t,ND
14 t,1-9 t,998 cr,Ochoeng Chillies,484,Roddenberry Gateway,Ochoeng,140.14,171.54,171.54,195.13,260.38,136.81,206.73,142.45,127.97,90.77,272.33,265.53,244.08,164.41,235.37,207.68,108.01,244.88,215.72,168.68,172.94,183.17,153.55,147.12,232.75,277.99,230.68,160.08,143,122.66,357.18,46.82,133.25,145.7,241.59,127.93,141.48,338.36,38.96,95.7,94,122.95,157.8,151.31,181.05,272.82,104.46,262.29,226.92,304.59,190.94,317.64,172.17,85.81,242.22,95.94,165.45,97.8,326.54,172.4,95.45,230.08,233.97,127.64,230.4,230.4,97.81,161,219.67,158.82,221.08,132.63,81.69,151.47,215.92,243.69,102.77,324.96,261.13,0,229.75,208.85,223.06,152.13,286.2,121.81,311.39,198.69,161.46,149.12,98.62,88.09,156.3,302.02,229.04,171.42,81.38,103.95,117.42,118.66,146.9,240.77,344.9,147.68,113.67,280.37,130.26,225.62,238.09,119.5,Ochoeng,ND,14 t
16 t,6-10 t,533 cr,Orrerian Vicious Brew,963,Sharon Lee Free Market,Orrere,163.89,215.15,215.15,140.52,169.13,103.59,201.9,110.15,116.45,186.45,74.1,98.49,104.63,126.84,112.38,172.75,156.93,197.74,74.77,118.63,130.82,146.07,233.13,94.68,190.46,139.27,6.86,103.68,111.74,120.95,314.58,202.83,142.99,174.08,108.01,137.91,165.16,242.69,250.76,232.65,188.92,147.83,98.33,242.98,199.21,79.57,188.53,249.95,106.06,162.73,44.93,188.65,226.58,218.31,240.98,234.79,162.61,194.5,222.2,164.59,207.34,47.04,9.15,189.07,9.36,9.36,134.51,108.27,147.14,80.45,77.7,207.72,245.91,92.5,117.28,127.37,263.57,136.15,261.46,229.75,0,136.16,199.91,204.08,239.45,208.13,85.57,60.02,178.77,181.57,182.98,226.99,114.25,106.89,2,185.71,226.25,130.73,170.21,120.31,127.22,220.95,210.99,192.99,285.88,247.31,129.48,246.14,14.07,137.29,Orrere,6-10 t,16 t
6 t,1-2 t,"6,552",Giant Verrix,85,Greeboski's Outpost,Phiagre,131.47,108.62,108.62,154.82,74.29,144.44,282.89,104.9,106.58,126.14,117.63,121.24,112.98,144.47,50.29,174.85,154.89,117.78,65.85,185.42,59.92,30.19,214.54,157.8,61.66,154.94,135.87,146.91,96.14,147.2,193.83,203,188.33,133.18,161.02,110.06,139.28,142.65,221.03,161.93,150.89,197.4,176.66,163.76,229.11,109.21,233.1,129.91,49.42,98.64,104.44,119.05,155.06,151.99,108.25,168.32,83.44,213.68,122.07,166.44,238.09,142.25,136.65,143.33,135.68,135.68,141.26,160.53,174.84,94.18,153.62,156.97,192.78,87.63,123.48,60.56,184.19,136.11,128.04,208.85,136.16,0,98.03,271.1,123.86,223.16,182.95,104.33,93.07,92.72,149.79,209.63,64.93,131.65,135.82,75.74,210.03,154.47,157.39,120.71,198.08,262.65,140.51,135.19,219.29,116.83,81.95,114.18,137.7,122.16,Phiagre,1-2 t,6 t
10 t,1-6 t,2538 cr,Albino Quechua Mammoth Meat,120,Crown Ring,Quechua,109.82,66.91,66.91,137.14,69.83,176.37,294.15,129.93,137.06,157.51,169.71,143.55,123.54,142.7,103.85,137.64,155.97,38.53,130.03,203.56,79.81,86.05,170.48,199.06,58.5,143.97,196.75,221.02,123.88,171.09,153.49,214.59,202.61,101.93,253.41,118.57,116.55,133.89,217.82,145.21,138.78,250.21,230.46,108.64,206.65,166.4,261.86,59.26,143.67,140.96,165.63,126.04,87.87,176.05,134.91,198.21,62.83,264.86,147.9,248.32,249.87,182.39,197.15,113.09,195.41,195.41,171.57,178.75,155.21,147.08,176.49,116.3,222.87,138.89,117.49,155.35,176.08,187.06,147.1,223.06,199.91,98.03,0,299.28,71.66,209.93,233.96,146.45,61.85,75.1,138.02,190.63,109.74,175.84,198.74,63.7,194.14,185.92,221.85,149.69,250.81,232.95,198.19,92.21,186,95.72,129.03,88.8,196.97,133.11,Quechua,1-6 t,10 t
16-27 t,6-27 t,682 cr,Rajukru Multi-Stoves,117,Snyder Terminal,Rajukru,194.73,275.77,275.77,197.96,315.66,131.39,88.14,174.92,169.03,203.49,268.62,265.91,251.67,170.33,272.64,216.88,146.36,304.42,237.77,119.82,230.83,256.17,197.95,119.78,313.05,275.68,204.77,163.82,182.26,130.2,447.69,117.22,101.68,206.22,237.24,181.59,190.36,403.07,170.2,224.74,180.22,98.41,112.84,257.6,156.96,275.24,50.15,353.89,267.16,343.89,190.39,360.29,257.59,218.17,347.61,230.24,238.52,127.07,389.91,211.61,71.47,201.5,207.75,202.77,204.47,204.47,135.3,136.86,207.97,180.17,190.5,213.9,217.61,184.1,225.39,289.58,248.81,335.11,369.43,152.13,204.08,271.1,299.28,0,365.92,126.82,273.77,199.12,244.77,240.87,176.31,159.47,209.1,301.65,203.39,264.72,155.06,118.85,182.23,154.78,93.23,198.47,393.93,224.04,245.56,372.25,196.94,335.24,211.46,166.8,Rajukru,6-27 t,16-27 t
11 t,5-6 t,550 cr,Rapa Bao Snake Skins,"2,338.00",Flagg Gateway,Rapa Bao,180.83,119.8,119.8,200.13,72.35,238.72,360.85,192.3,199.01,210.62,192.13,172.7,162.3,208.55,128.26,200.56,225.58,81.64,165.82,267.23,136.93,125.93,240.38,258.85,66.32,177.03,236.68,267.85,185.28,236.12,84.4,282.14,269.98,173.47,281.79,185.16,187.65,74.88,282.74,204.79,207.91,308.34,286.72,169.71,275.38,185.45,328.05,40.3,163.74,124.1,212,99.46,153.67,226.38,125.24,244.07,129.63,321.41,102.41,285.84,319.31,227.29,236.37,184.11,235.65,235.65,235.26,242.17,213.94,200.45,227.83,186.5,271.74,193.22,171.2,165.15,226.42,182.93,128.02,286.2,239.45,123.86,71.66,365.92,0,281.47,257.52,195.51,128.87,137.76,207.82,261.04,164.03,186.62,238.63,115.68,264.34,249.87,268.88,212.85,308.75,295.82,165.58,163.27,243.93,49.45,183.53,92.35,235.44,200.01,Rapa Bao,5-6 t,11 t
10 t,3-5 t,5810 cr,Rusani Old Smokey,72,Fernandes Market,Rusani,101.54,188.18,188.18,118.82,247.44,109.05,121.5,123.44,122.93,161.58,244.04,221.55,197.45,100.15,224.68,121.91,68.99,212.45,204.16,99.88,166.65,200.67,71.64,124.16,242.59,214.15,205.76,192.3,130.5,93.89,362.58,80.19,69.95,108.06,270.35,113.2,94.52,333.91,111.58,142.73,91.25,153.01,152.05,151.42,63.39,250.24,106.1,262.6,241.26,297.68,177.64,299.74,146.95,175.72,290.33,197.74,157.76,172.65,334.5,241.51,68.76,185.19,208.17,101.9,204.31,204.31,104.56,101.68,133.54,153.73,160.9,105.8,195.28,151.88,159.09,265.4,180.26,305.91,309.87,121.81,208.13,223.16,209.93,126.82,281.47,0,271.58,167.73,159.45,160.18,86.34,55.61,160.38,271.71,206.61,188.95,56.94,100.19,195.78,112.43,152.69,122.12,359.19,121.96,153.16,296.42,155.54,256.67,210.49,101.72,Rusani,3-5 t,10 t
17 t,1-17 t,860 cr,Sanuma Decorative Meat,"6,000.00",Dunyach Gateway,Sanuma,222.26,268.98,268.98,178.99,186.23,179.11,250.45,179.35,190.32,264.03,67.97,94.75,118.03,181.14,141.51,205.03,226.06,220.28,122.38,178,185.79,200.79,286.75,172.78,225.75,129.57,82.68,187.13,180.85,195.27,324.7,281.59,210.61,230.04,164.41,205.16,222.73,241.29,328.64,303.03,258,230.85,178.43,300.15,245.37,77.45,266.2,278.62,151.34,159.31,122.84,179.36,276.03,296.28,286.45,313.85,216.07,279.57,226.01,241.98,281.46,87.04,79.15,249.7,82.39,82.39,214.05,170.95,173.73,156.73,112.65,266.62,327.71,167.45,147.04,165.97,336.9,105.32,303.87,311.39,85.57,182.95,233.96,273.77,257.52,271.58,0,119.01,233.12,240.61,251.28,295.94,180.56,76.02,85.65,240.22,296.55,210.36,253.7,196.19,206.81,247.54,208.5,248.32,355.13,273.73,203.51,291.16,74.43,207.14,Sanuma,1-17 t,17 t
6 t,4-6 t,3710 cr,Waters of Shintara,347,Jameson Memorial,Shinrarta Dezhra (permit),107.24,162.93,162.93,87.56,129.74,73.86,191.62,60.54,72.82,152.74,78.35,73.72,63.27,75.12,80.64,119.05,111.16,143.76,47.46,94.67,78.63,105.99,179.91,81.49,148.82,104.04,56.05,116.41,62.19,85.64,276.12,170.94,113.79,116.37,147.82,86.25,108.83,213.73,212.39,185.02,139.32,149.41,106.43,186.73,157.65,83.57,175.64,200.85,97.49,148.32,33.82,163.65,167.63,184.99,210.39,205.95,107.17,190.26,202.21,175.76,182.61,43.61,57.21,133.49,54.31,54.31,102.23,74.19,100.35,46.43,52.19,151.5,219.82,55.41,63.09,123.51,220.82,141.87,230.92,198.69,60.02,104.33,146.45,199.12,195.51,167.73,119.01,0,123.74,129.27,132.93,181.4,69.22,109.2,58.38,136.66,181.93,103.41,163.81,80.28,134.7,183.57,209.37,135.14,236.43,208.53,92.51,202.01,58.05,88.64,Shinrarta Dezhra (permit),4-6 t,6 t
9 t ,1-5 t,1814 cr,Tanmark Tranquil Tea,414,Cassie-L-Peia,Tanmark,61.9,42.24,42.24,115.01,109.12,129.32,250.49,84.6,86.77,101.63,172.97,152.05,128.13,106.55,111.33,121.87,101.59,86.54,119,162.99,49.93,66.62,131.83,153.33,86.71,158.45,176.55,177.24,78.41,120.52,207.45,153.72,153.66,56.15,226.34,65.35,70.65,185.8,158.15,90.94,79.45,196.16,184.41,73.33,170.41,171.07,204.29,109.8,135.8,171.09,137.06,169.58,63.52,121.77,141.33,146.45,17.1,206.96,187.34,205.42,192.35,164.85,178.01,60.7,175.37,175.37,115.52,138.44,140.24,108.54,156.83,68.64,168.05,97.87,109.18,152.41,127.11,207.72,158.9,161.46,178.77,93.07,61.85,244.77,128.87,159.45,233.12,123.74,0,18.04,79.57,135.55,70.55,190.08,177.58,34.98,137.95,131.35,170.46,97.37,200.56,209.84,225.18,46.58,139.4,137.19,79.85,102.34,179.32,79.25,Tanmark,1-5 t,9 t 
8 t,1-7 t,1056 cr,Tarach Spice,359,Tranquillity,Tarach Tor,68.25,38.01,38.01,126.92,119.41,128.84,252.96,85.77,84.27,85.16,180.54,163.48,140.51,114.11,118.08,135.61,100.99,103.13,123.31,166.58,55.03,63.65,137.17,152.08,90.46,173.42,179.98,169.86,78.85,119.47,213.46,145.61,154.31,64.15,221.04,65.29,77.34,193.86,147.49,78.18,74.41,188.31,181.04,72.52,177.48,177.95,198.21,117.14,134.94,177.98,138.38,179.86,72.08,104.29,133.84,128.65,29.43,194.99,191.89,193.34,187.71,171.64,181.72,63.15,179.02,179.02,109.72,142.3,153.13,107.66,165.26,71.34,150.79,95.88,122.26,150.49,111.77,215.33,152.1,149.12,181.57,92.72,75.1,240.87,137.76,160.18,240.61,129.27,18.04,0,76.11,132.17,68.92,199.05,180.51,29.29,133.78,126.73,156.81,94.22,195.34,220.4,227.4,54,130.49,139.95,71.22,98.53,183.48,78.27,Tarach Tor,1-7 t,8 t
24 t,ND,7824 cr,Terra Mater Blood Bores,504,Gr8minds,Terra Mater (permit),42.87,104.96,104.96,106.67,180.25,92.81,189.41,73.92,69.3,89.09,205.33,185.9,160.44,83.48,163.93,115.1,38.93,152.3,151.95,120.59,96.51,123.06,83.09,116.89,163.62,188.67,181.26,159.79,74.94,75.7,286.27,79.49,95.85,47.3,231.81,48.73,44.63,262.94,92.46,69.87,8.76,148.49,148.1,83.67,118.96,207.19,135.75,186.69,177.88,234.67,141.15,238.12,85.79,106.47,204.75,132.45,81.45,157.98,261.04,196.2,116.07,167.7,183.69,31.48,180.07,180.07,68.91,103.26,133.06,107.67,152.21,43.55,141,99.31,127.83,198.92,113.18,257.01,223.94,98.62,182.98,149.79,138.02,176.31,207.82,86.34,251.28,132.93,79.57,76.11,0,60.05,93.74,230.77,181.66,104.99,61.25,81.08,149.12,66.55,155.62,172.79,289.73,53.47,107.6,215.57,86.05,171.89,186.22,45.71,Terra Mater,ND,24 t
11 t,1 t,925 cr,Thrutis Cream,288,Kingsbury Dock,Thrutis,92.62,154.01,154.01,139.87,238.01,125.87,174.22,125.25,120.24,128.81,257.31,235.94,210.09,119.35,222.36,140.95,70.66,201.84,207.6,137.74,156.04,182.71,67.31,145.16,221.47,232.18,225.28,195.76,128.84,107.46,337.47,64.72,104.44,95.23,275.42,105,89.31,320.04,66.08,93.81,59.59,162.4,172.38,110.73,109.15,260.78,124.32,236.22,235.63,293.76,188.86,295.48,118.9,135.51,257.87,157.18,139.46,165.69,320.41,231.29,89.27,209.32,227.9,78.04,224.06,224.06,103.15,130.62,161.1,157.63,189.08,76.46,155.65,151.4,173.19,257,128.53,313.05,276.1,88.09,226.99,209.63,190.63,159.47,261.04,55.61,295.94,181.4,135.55,132.17,60.05,0,151.72,283.9,225.62,161.12,7.27,107.57,179.55,112.11,171.59,166.72,349.71,99.02,98.03,270.17,140.73,221.8,230.6,97.01,Thrutis,1 t,11 t
16 t,9 t,1153 cr,Tiolce Waste 2 Paste,158,Gordon Terminal,Tiolce,79.36,103.33,103.33,109.22,114.13,82.73,221.66,41.7,41.76,90.82,125.4,120.31,102.91,88.71,79.19,133.1,91.66,125.15,64.41,126.54,30.9,49.31,162.53,100.11,105.79,145.91,113.43,111.93,32.36,82.98,242.9,142.37,124.53,85.82,157.76,49.05,86.13,197.55,168.77,125.68,96.56,144.84,125.18,135.76,171.19,123.45,171.24,159.25,84.44,150.5,70.58,165.43,127.34,122.15,153.68,143.71,57.67,166.07,184.31,149.81,173.93,112.67,115.42,94.98,112.77,112.77,78.32,101.59,133.35,42.15,115.21,112.42,162.04,31.26,93.51,106.83,156.91,170.83,175.13,156.3,114.25,64.93,109.74,209.1,164.03,160.38,180.56,69.22,70.55,68.92,93.74,151.72,0,150.68,113.36,75.31,151.69,91.38,125.5,56.12,145.12,211.45,201.59,95.56,182.29,166.15,31.61,143.6,117.75,58.83,Tiolce,9 t,16 t
18 t,2-14 t ,539 cr,Toxandji Virocide,"7,000.00",Tsunenaga Orbital (black market available at Alvares Dock - 7300 Ls),Toxandji,197.42,219.84,219.84,166.13,117.75,182.7,283.67,163.18,175,238.66,33.92,56.45,82.66,172.38,85.14,187.83,216.17,162.82,88.25,194.74,146.03,153.89,269.97,185.97,162.43,99.92,103.5,195.15,161.3,194.76,249.61,278.64,220.59,201.76,176.04,183.39,200.19,165.35,315.12,271.55,236.26,247.04,200.82,260.5,248.75,33.26,282.46,212.25,110.09,86.04,120.45,103.49,235.77,269.57,227.2,287.86,174.19,286.83,152.97,239.69,291.53,103.04,100.64,222.12,102.82,102.82,208.65,178.46,166.32,144.99,124.21,237.23,307.32,151.1,122.57,121.2,303.86,42.19,242.18,302.02,106.89,131.65,175.84,301.65,186.62,271.71,76.02,109.2,190.08,199.05,230.77,283.9,150.68,0,106.61,191.58,285.36,211.45,246.51,185.64,230.22,255.79,146.37,214.54,324.9,203.6,178.47,230.48,96.61,190.66,Toxandji,2-14 t ,16 t
14 t,3-14 t,965 cr,Uszaian Tree Grub,"4,350.00",Guest Installation,Uszaa,162.34,214.14,214.14,138.57,168.33,102.34,200.65,108.82,115.34,185.97,73.71,97.23,103.09,125.03,111.75,170.8,155.51,196.38,74.11,117.07,129.73,145.49,231.41,93.71,189.82,137.66,5.19,104.24,110.51,119.68,313.99,201.87,141.59,172.52,109.76,136.6,163.55,242.27,249.81,231.66,187.65,147.74,98.05,241.67,197.39,79.4,187.83,249,106.36,162.63,44.07,188.14,225.09,217.87,240.88,234.53,161.4,194.53,222.15,165.5,206.3,45.12,7.98,187.62,7.58,7.58,133.57,106.62,145.14,79.54,75.72,206.24,245.67,91.64,115.45,127.9,262.82,136.31,261.37,229.04,2,135.82,198.74,203.39,238.63,206.61,85.65,58.38,177.58,180.51,181.66,225.62,113.36,106.61,0,184.83,224.92,129.77,170.49,119.2,127.07,219.03,211.52,191.51,284.75,246.79,128.83,245.52,13.12,135.98,Uszaa,3-14 t,14 t
15 t,3-10 t,1795 cr,Utgaroar Millennial Eggs,171,Fort Klarix,Utgaroar,94.38,33.54,33.54,145.33,101.87,148.01,277.67,103.08,102.09,96.46,176.39,162.55,142.51,135.07,107.43,154.71,127.75,97.77,120.19,187.69,58.34,48.89,164.77,169.52,64.12,176.58,184.4,177.21,94.79,141.18,188.69,171.31,178.56,90.18,218.45,87.99,103.47,169.73,172.02,98.41,103.17,204.92,196.17,91.18,203.73,171.75,221.71,97.17,122.56,158.93,144.31,161.46,90.54,114.22,106.56,135.39,41.93,210.55,166.07,194.5,214.32,179.37,185.84,91.82,183.62,183.62,130.76,162.53,170.12,117.27,177.19,98.97,160.81,105.67,132.13,134.21,123.8,202.51,124.57,171.42,185.71,75.74,63.7,264.72,115.68,188.95,240.22,136.66,34.98,29.29,104.99,161.12,75.31,191.58,184.83,0,162.55,147.92,163.96,113.92,211.92,243.76,203.5,79.86,150.49,112.37,80.57,73.48,187.34,101.8,Utgaroar,3-10 t,15 t
7 t,4-7 t,8496 cr,Uzumoku Low-G Wings,"505,300.00",Sevrdup Ring,Uzumoku,95.79,156.19,156.19,143.51,240.56,124.51,173.33,125.4,119.5,125.72,258.29,238.12,212.61,121.58,223.65,145.93,70.9,206.13,208.04,137.65,157.36,183.14,74.4,143.06,223.33,235.73,224.75,191.96,128.94,106.15,340.68,58.11,103.36,99.01,272.34,105.68,92.79,322.76,60.36,93.47,60.45,157.22,169.11,114.56,112.95,261.63,118.92,239.64,235.16,295.33,188.1,298.09,123.92,131.94,257.96,153.05,141.73,159.23,322.06,226.57,84.43,209.92,227.44,81.62,223.6,223.6,100.35,130.87,165,156.73,190.41,81.02,150.53,150.51,176.2,256.4,126.7,314.3,276.36,81.38,226.25,210.03,194.14,155.06,264.34,56.94,296.55,181.93,137.95,133.78,61.25,7.27,151.69,285.36,224.92,162.55,0,104.56,174.51,110.85,167.33,171.13,350.31,103.07,98.63,272.37,139.37,223.4,230.29,97.16,Uzumoku,4-7 t,7 t
20 t ,2-15 t ,160 cr,V Herculis Body Rub,"1,233,592.00",Kaku Plant,V1090 Herculis,93.99,163.56,163.56,118.21,201.81,34.13,147.29,61.47,51.43,101.21,179.5,174.92,157.1,83.26,162.3,142.96,53.35,196.42,132.52,75.44,114.09,137.57,141.63,44.7,194.6,191.7,130.89,92.74,66.7,26.52,330.28,72.11,53.53,106.3,171.92,68.17,93.79,287.9,123.48,132.9,85.49,73.17,68.34,162.38,129.81,182.73,80.34,238.82,159.24,235.26,96.14,250.92,160.72,126.56,231.59,145.9,123.95,103.79,274.88,145.36,87.77,128.24,134.11,105.61,130.35,130.35,18.4,64.65,139.74,70.94,121.07,122.16,147.62,70.35,132.79,182.12,163.74,240.18,253.44,103.95,130.73,154.47,185.92,118.85,249.87,100.19,210.36,103.41,131.35,126.73,81.08,107.57,91.38,211.45,129.77,147.92,104.56,0,107.76,37.16,74.93,181.32,285.47,123.37,175.5,253.66,79.26,219.08,138.02,54.92,V1090 Herculis,2-15 t ,20 t 
